success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant_id,response,stimulus,category,correct_response,naive_theory,concept,is_consistent,response_tf,correct,question_order,file_name
NA,1535,html-keyboard-response,151,2.0.0,704390,phfrqkw4sve,wombat,m,"<div style=""font-size:30pt;"">Foam is denser than brick.</div>",Matter,F,F,Density,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,10534,html-keyboard-response,152,2.0.0,715426,phfrqkw4sve,wombat,z,"<div style=""font-size:30pt;"">Rocks are composed of matter.</div>",Matter,T,T,Mass,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,6428,html-keyboard-response,153,2.0.0,722356,phfrqkw4sve,wombat,m,"<div style=""font-size:30pt;"">A liter of water weighs more than a liter of air.</div>",Matter,T,T,Weight,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,1070,html-keyboard-response,154,2.0.0,723930,phfrqkw4sve,wombat,m,"<div style=""font-size:30pt;"">An idea can be cut in half.</div>",Matter,F,F,Divisibility,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,2031,html-keyboard-response,155,2.0.0,726461,phfrqkw4sve,wombat,m,"<div style=""font-size:30pt;"">Fire is composed of matter.</div>",Matter,F,T,Mass,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,3191,html-keyboard-response,156,2.0.0,730156,phfrqkw4sve,wombat,m,"<div style=""font-size:30pt;"">A liter of water weighs more than a liter of ice.</div>",Matter,T,F,Weight,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,3226,html-keyboard-response,157,2.0.0,733883,phfrqkw4sve,wombat,k,"
      <p>Thank you for completing this portion of the 
      experiment. We now have a few  questions for you.</p>
      <p>Press any key to proceed, and click submit once you are 
      done with the questions. Thanks! </p>
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,3669,survey-multi-choice,158,null,737555,phfrqkw4sve,wombat,"{""grade"":""4th Year"",""gender"":""Male""}",NA,NA,NA,NA,NA,NA,NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
NA,75760,survey,159,4.0.0,813345,phfrqkw4sve,wombat,"{""age"":21,""major"":""CogSci ML"",""experiment_topic"":""Basic knowledge in environmental, biological, physical, and chemical sciences"",""technical_difficulties"":""I noticed I could still click 'T' even for non-T related questions and it would count as an answer""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/phfrqkw4sve_1772138687061.csv
TRUE,2616,fullscreen,0,null,3623,pk2clxpcom9,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,3695,survey-text,1,2.0.0,7326,pk2clxpcom9,whale,"{""participant_id"":""whale""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,4627,html-keyboard-response,2,2.0.0,11956,pk2clxpcom9,whale,NA,<p>Welcome to the experiment.<br><br>You will see 140 statements about various topics.<br><br>Please read the statements and respond with whether you think they are <b>true (Z key)</b> or <b>false (M key)</b> as quickly as possible!<br><br>Press any key to begin.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,1510,html-keyboard-response,3,2.0.0,13468,pk2clxpcom9,whale,NA,<p>The next 20 statements will be about <b>Physiology</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,1594,html-keyboard-response,4,2.0.0,15064,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">People turn food into energy.</div>",Physiology,T,T,Metabolism,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,5233,html-keyboard-response,5,2.0.0,20802,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">A baby can be an uncle or an aunt.</div>",Physiology,T,F,Kinship,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,2012,html-keyboard-response,6,2.0.0,23322,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Tigers can reproduce.</div>",Physiology,T,T,Reproduction,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,2676,html-keyboard-response,7,2.0.0,26506,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Clouds can die.</div>",Physiology,F,T,Death,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,1375,html-keyboard-response,8,2.0.0,28398,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Rocks are alive.</div>",Physiology,F,F,Life,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,1514,html-keyboard-response,9,2.0.0,30417,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Plants turn food into energy.</div>",Physiology,F,T,Metabolism,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,11760,html-keyboard-response,10,2.0.0,42687,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Ferns can reproduce.</div>",Physiology,T,F,Reproduction,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,6924,html-keyboard-response,11,2.0.0,50121,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">A baby can be a niece or a nephew.</div>",Physiology,T,T,Kinship,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,1146,html-keyboard-response,12,2.0.0,51780,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Turtles can die.</div>",Physiology,T,T,Death,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,178,html-keyboard-response,13,2.0.0,52461,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Screwdrivers can die.</div>",Physiology,F,F,Death,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,95,html-keyboard-response,14,2.0.0,53061,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Fish are alive.</div>",Physiology,T,T,Life,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,158,html-keyboard-response,15,2.0.0,53734,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Chairs can reproduce.</div>",Physiology,F,F,Reproduction,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,227,html-keyboard-response,16,2.0.0,54473,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Mushrooms can die.</div>",Physiology,T,F,Death,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,184,html-keyboard-response,17,2.0.0,55162,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">The sun is alive.</div>",Physiology,F,T,Life,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,267,html-keyboard-response,18,2.0.0,55933,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Rocks turn food into energy.</div>",Physiology,F,F,Metabolism,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,58,html-keyboard-response,19,2.0.0,56507,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Caterpillars can reproduce.</div>",Physiology,F,T,Reproduction,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,18,html-keyboard-response,20,2.0.0,57036,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Coral is alive.</div>",Physiology,T,F,Life,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,11,html-keyboard-response,21,2.0.0,57558,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">A baby can be a mother or a father.</div>",Physiology,F,F,Kinship,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,65,html-keyboard-response,22,2.0.0,58133,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">A baby can be identical to an older sibling.</div>",Physiology,F,T,Kinship,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,195,html-keyboard-response,23,2.0.0,58847,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Physiology,T3,T3,AttentionCheck,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,47,html-keyboard-response,24,2.0.0,59399,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Bacteria turn food into energy.</div>",Physiology,T,F,Metabolism,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,17,html-keyboard-response,25,2.0.0,59931,pk2clxpcom9,whale,z,<p>The next 20 statements will be about <b>Genetics</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,152,html-keyboard-response,26,2.0.0,60085,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in the eye.</div>",Genetics,T,T,Expression,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,110,html-keyboard-response,27,2.0.0,60711,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in tears.</div>",Genetics,F,T,Expression,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,150,html-keyboard-response,28,2.0.0,61375,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in the liver.</div>",Genetics,T,F,Expression,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,97,html-keyboard-response,29,2.0.0,61981,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Men have more chromosomes than women.</div>",Genetics,F,F,Chromosome,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,160,html-keyboard-response,30,2.0.0,62655,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Two blue-eyed parents could have a brown-eyed baby.</div>",Genetics,F,F,Dominance,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,154,html-keyboard-response,31,2.0.0,63321,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Pierced ears are heritable.</div>",Genetics,F,F,Heritability,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,61,html-keyboard-response,32,2.0.0,63886,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in hair.</div>",Genetics,F,F,Expression,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,169,html-keyboard-response,33,2.0.0,64558,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Two brown-eyed parents could have a brown-eyed baby.</div>",Genetics,T,T,Dominance,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,53,html-keyboard-response,34,2.0.0,65115,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Humans have more chromosomes than mosquitoes.</div>",Genetics,T,T,Chromosome,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,2,html-keyboard-response,35,2.0.0,65632,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Hair color is heritable.</div>",Genetics,T,T,Heritability,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,83,html-keyboard-response,36,2.0.0,66229,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Sunscreen can change one's genome.</div>",Genetics,F,F,Mutation,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,27,html-keyboard-response,37,2.0.0,66773,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Radiation can change one's genome.</div>",Genetics,T,T,Mutation,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,20,html-keyboard-response,38,2.0.0,67301,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Skin cells have more chromosomes than egg cells.</div>",Genetics,T,F,Chromosome,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,123,html-keyboard-response,39,2.0.0,67936,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Immunity to chickenpox is heritable.</div>",Genetics,F,T,Heritability,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,37,html-keyboard-response,40,2.0.0,68479,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Exercise can change one's genome.</div>",Genetics,F,T,Mutation,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,48,html-keyboard-response,41,2.0.0,69040,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Intelligence is heritable.</div>",Genetics,T,F,Heritability,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,24,html-keyboard-response,42,2.0.0,69568,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Viruses can change one's genome.</div>",Genetics,T,F,Mutation,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,698,html-keyboard-response,43,2.0.0,70780,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Genetics,T3,T3,AttentionCheck,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,5467,html-keyboard-response,44,2.0.0,76753,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Adults have more chromosomes than children.</div>",Genetics,F,T,Chromosome,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,1175,html-keyboard-response,45,2.0.0,78431,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">A blue-eyed baby must have two blue-eyed parents.</div>",Genetics,F,T,Dominance,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,82,html-keyboard-response,46,2.0.0,79017,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Two brown-eyed parents could have a blue-eyed baby.</div>",Genetics,T,F,Dominance,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,81,html-keyboard-response,47,2.0.0,79615,pk2clxpcom9,whale,z,<p>The next 20 statements will be about <b>Mechanics</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,64,html-keyboard-response,48,2.0.0,79680,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Constant motion requires constant force.</div>",Mechanics,F,T,Acceleration,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,253,html-keyboard-response,49,2.0.0,80439,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Forces can be straight or curved.</div>",Mechanics,F,T,Force,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,282,html-keyboard-response,50,2.0.0,81227,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Constant speed requires constant acceleration.</div>",Mechanics,F,F,Acceleration,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,116,html-keyboard-response,51,2.0.0,81851,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Constant force can yield constant rest.</div>",Mechanics,T,F,Acceleration,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,125,html-keyboard-response,52,2.0.0,82491,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Forces can be transferred from one object to another.</div>",Mechanics,F,T,Momentum,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,76,html-keyboard-response,53,2.0.0,83073,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Heavy balls fall through air faster than light balls.</div>",Mechanics,F,T,Gravity,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,49,html-keyboard-response,54,2.0.0,83624,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Forces can be strong or weak.</div>",Mechanics,T,T,Force,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,1805,html-keyboard-response,55,2.0.0,85943,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Bright objects fall through air faster than dark objects.</div>",Mechanics,F,F,Gravity,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,172,html-keyboard-response,56,2.0.0,86629,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Forces can be male or female.</div>",Mechanics,F,F,Force,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,98,html-keyboard-response,57,2.0.0,87235,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">Energy can be transferred from one object to another.</div>",Mechanics,T,F,Momentum,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,107,html-keyboard-response,58,2.0.0,87859,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Pointy objects fall through air faster than flat objects.</div>",Mechanics,T,F,Gravity,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,186,html-keyboard-response,59,2.0.0,88557,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Color can be transferred from one object to another.</div>",Mechanics,F,F,Momentum,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,94,html-keyboard-response,60,2.0.0,89166,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Momentum can be transferred from one object to another.</div>",Mechanics,T,T,Momentum,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,221,html-keyboard-response,61,2.0.0,89891,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">A moving bullet loses height.</div>",Mechanics,T,F,Velocity,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,214,html-keyboard-response,62,2.0.0,90610,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Forces can be balanced or unbalanced.</div>",Mechanics,T,F,Force,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,179,html-keyboard-response,63,2.0.0,91302,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Anvils fall through air faster than feathers.</div>",Mechanics,T,T,Gravity,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,98,html-keyboard-response,64,2.0.0,91918,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Mechanics,T3,T3,AttentionCheck,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,127,html-keyboard-response,65,2.0.0,92546,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">A moving bullet loses speed.</div>",Mechanics,T,T,Velocity,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,134,html-keyboard-response,66,2.0.0,93196,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Constant acceleration requires constant force.</div>",Mechanics,T,T,Acceleration,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,116,html-keyboard-response,67,2.0.0,93823,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">A moving bullet loses force.</div>",Mechanics,F,T,Velocity,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,253,html-keyboard-response,68,2.0.0,94585,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">A moving bullet loses weight.</div>",Mechanics,F,F,Velocity,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,134,html-keyboard-response,69,2.0.0,95230,pk2clxpcom9,whale,z,<p>The next 20 statements will be about <b>Astronomy</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,38,html-keyboard-response,70,2.0.0,95270,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">The sun produces light.</div>",Astronomy,T,T,Star,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,33,html-keyboard-response,71,2.0.0,95813,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">The earth's rotation causes the seasons.</div>",Astronomy,F,F,Season,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,63,html-keyboard-response,72,2.0.0,96389,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">Planets are more massive than stars.</div>",Astronomy,F,T,Planet,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,96,html-keyboard-response,73,2.0.0,96988,pk2clxpcom9,whale,z,"<div style=""font-size:30pt;"">A change in overall sunlight causes the seasons.</div>",Astronomy,T,T,Season,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
NA,94,html-keyboard-response,74,2.0.0,97583,pk2clxpcom9,whale,m,"<div style=""font-size:30pt;"">The earth revolves around the sun.</div>",Astronomy,T,F,Solar system,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/pk2clxpcom9_1772525846394.csv
