success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant_id,response,stimulus,category,correct_response,naive_theory,concept,is_consistent,response_tf,correct,question_order,file_name
NA,1639,html-keyboard-response,84,2.0.0,367307,p1f870lr3ad,frog,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Astronomy,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4667,html-keyboard-response,85,2.0.0,372476,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Planets are more massive than moons.</div>",Astronomy,T,T,Planet,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4726,html-keyboard-response,86,2.0.0,377704,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Phases of the moon are caused by the moon's orbit.</div>",Astronomy,T,F,Lunar phase,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,3405,html-keyboard-response,87,2.0.0,381611,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">The sun produces sound.</div>",Astronomy,F,F,Star,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2026,html-keyboard-response,88,2.0.0,384139,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">The moon produces light.</div>",Astronomy,F,T,Star,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1692,html-keyboard-response,89,2.0.0,386334,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Phases of the moon are caused by clouds.</div>",Astronomy,F,F,Lunar phase,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1983,html-keyboard-response,90,2.0.0,388818,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">The sun revolves around the earth.</div>",Astronomy,F,T,Solar system,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1474,html-keyboard-response,91,2.0.0,390794,p1f870lr3ad,frog,NA,<p>The next 20 statements will be about <b>Genetics</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4821,html-keyboard-response,92,2.0.0,395616,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in tears.</div>",Genetics,F,T,Expression,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2724,html-keyboard-response,93,2.0.0,398842,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Men have more chromosomes than women.</div>",Genetics,F,F,Chromosome,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4826,html-keyboard-response,94,2.0.0,404171,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in the liver.</div>",Genetics,T,F,Expression,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1816,html-keyboard-response,95,2.0.0,406489,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in hair.</div>",Genetics,F,F,Expression,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2695,html-keyboard-response,96,2.0.0,409685,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Hair color is heritable.</div>",Genetics,T,T,Heritability,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2260,html-keyboard-response,97,2.0.0,412447,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Intelligence is heritable.</div>",Genetics,T,F,Heritability,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1743,html-keyboard-response,98,2.0.0,414692,p1f870lr3ad,frog,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Genetics,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2375,html-keyboard-response,99,2.0.0,417569,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Viruses can change one's genome.</div>",Genetics,T,F,Mutation,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2284,html-keyboard-response,100,2.0.0,420355,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Genes that code for eye color can be found in the eye.</div>",Genetics,T,T,Expression,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1481,html-keyboard-response,101,2.0.0,422339,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Sunscreen can change one's genome.</div>",Genetics,F,F,Mutation,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1301,html-keyboard-response,102,2.0.0,424142,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Radiation can change one's genome.</div>",Genetics,T,T,Mutation,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2097,html-keyboard-response,103,2.0.0,426741,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">A blue-eyed baby must have two blue-eyed parents.</div>",Genetics,F,T,Dominance,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2278,html-keyboard-response,104,2.0.0,429521,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Two blue-eyed parents could have a brown-eyed baby.</div>",Genetics,F,F,Dominance,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,3088,html-keyboard-response,105,2.0.0,433111,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Humans have more chromosomes than mosquitoes.</div>",Genetics,T,T,Chromosome,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2877,html-keyboard-response,106,2.0.0,436490,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Skin cells have more chromosomes than egg cells.</div>",Genetics,T,F,Chromosome,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2215,html-keyboard-response,107,2.0.0,439208,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Two brown-eyed parents could have a blue-eyed baby.</div>",Genetics,T,F,Dominance,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2696,html-keyboard-response,108,2.0.0,442406,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Immunity to chickenpox is heritable.</div>",Genetics,F,T,Heritability,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2567,html-keyboard-response,109,2.0.0,445475,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Two brown-eyed parents could have a brown-eyed baby.</div>",Genetics,T,T,Dominance,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4719,html-keyboard-response,110,2.0.0,450696,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Adults have more chromosomes than children.</div>",Genetics,F,T,Chromosome,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1515,html-keyboard-response,111,2.0.0,452713,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Pierced ears are heritable.</div>",Genetics,F,F,Heritability,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1598,html-keyboard-response,112,2.0.0,454814,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Exercise can change one's genome.</div>",Genetics,F,T,Mutation,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1038,html-keyboard-response,113,2.0.0,456353,p1f870lr3ad,frog,NA,<p>The next 20 statements will be about <b>Mechanics</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,5877,html-keyboard-response,114,2.0.0,462231,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Constant motion requires constant force.</div>",Mechanics,F,T,Acceleration,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1925,html-keyboard-response,115,2.0.0,464659,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Forces can be transferred from one object to another.</div>",Mechanics,F,T,Momentum,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4797,html-keyboard-response,116,2.0.0,469958,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Bright objects fall through air faster than dark objects.</div>",Mechanics,F,F,Gravity,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1952,html-keyboard-response,117,2.0.0,472413,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Energy can be transferred from one object to another.</div>",Mechanics,T,F,Momentum,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2115,html-keyboard-response,118,2.0.0,475031,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Forces can be balanced or unbalanced.</div>",Mechanics,T,F,Force,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,3235,html-keyboard-response,119,2.0.0,478769,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Pointy objects fall through air faster than flat objects.</div>",Mechanics,T,F,Gravity,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,3516,html-keyboard-response,120,2.0.0,482786,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Constant acceleration requires constant force.</div>",Mechanics,T,T,Acceleration,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1401,html-keyboard-response,121,2.0.0,484689,p1f870lr3ad,frog,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Mechanics,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2800,html-keyboard-response,122,2.0.0,487991,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Forces can be straight or curved.</div>",Mechanics,F,T,Force,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1529,html-keyboard-response,123,2.0.0,490023,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Forces can be male or female.</div>",Mechanics,F,F,Force,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,3882,html-keyboard-response,124,2.0.0,494408,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">A moving bullet loses weight.</div>",Mechanics,F,F,Velocity,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2418,html-keyboard-response,125,2.0.0,497328,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Anvils fall through air faster than feathers.</div>",Mechanics,T,T,Gravity,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2398,html-keyboard-response,126,2.0.0,500229,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Momentum can be transferred from one object to another.</div>",Mechanics,T,T,Momentum,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1331,html-keyboard-response,127,2.0.0,502061,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Forces can be strong or weak.</div>",Mechanics,T,T,Force,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1947,html-keyboard-response,128,2.0.0,504511,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Heavy balls fall through air faster than light balls.</div>",Mechanics,F,T,Gravity,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,3265,html-keyboard-response,129,2.0.0,508278,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">A moving bullet loses height.</div>",Mechanics,T,F,Velocity,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4821,html-keyboard-response,130,2.0.0,513601,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Constant speed requires constant acceleration.</div>",Mechanics,F,F,Acceleration,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2032,html-keyboard-response,131,2.0.0,516135,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Color can be transferred from one object to another.</div>",Mechanics,F,F,Momentum,TRUE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,4210,html-keyboard-response,132,2.0.0,520847,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Constant force can yield constant rest.</div>",Mechanics,T,F,Acceleration,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1513,html-keyboard-response,133,2.0.0,522861,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">A moving bullet loses speed.</div>",Mechanics,T,T,Velocity,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,3028,html-keyboard-response,134,2.0.0,526392,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">A moving bullet loses force.</div>",Mechanics,F,T,Velocity,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1379,html-keyboard-response,135,2.0.0,528273,p1f870lr3ad,frog,NA,<p>The next 20 statements will be about <b>Germs</b>. Press any key to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,7668,html-keyboard-response,136,2.0.0,535942,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Being cold can make a person sick.</div>",Germs,F,T,Contagion,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,5724,html-keyboard-response,137,2.0.0,542169,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Germs enter the body through the eyes.</div>",Germs,T,F,Infection,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2909,html-keyboard-response,138,2.0.0,545579,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Urine contains germs.</div>",Germs,F,T,Contamination,FALSE,T,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,7183,html-keyboard-response,139,2.0.0,553265,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Heat kills germs.</div>",Germs,T,F,Sterilization,FALSE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1723,html-keyboard-response,140,2.0.0,555490,p1f870lr3ad,frog,t,"<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>",Germs,T3,T3,AttentionCheck,TRUE,T3,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1111,html-keyboard-response,141,2.0.0,557103,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Germs have feelings.</div>",Germs,F,F,Microbe,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1948,html-keyboard-response,142,2.0.0,559554,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Being happy can make a person sick.</div>",Germs,F,F,Contagion,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2755,html-keyboard-response,143,2.0.0,562811,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Alcohol kills germs.</div>",Germs,T,T,Sterilization,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1128,html-keyboard-response,144,2.0.0,564440,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Water kills germs.</div>",Germs,F,T,Sterilization,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1828,html-keyboard-response,145,2.0.0,566771,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Germs enter the body through cuts.</div>",Germs,T,T,Infection,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2943,html-keyboard-response,146,2.0.0,570217,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Being sneezed on can make a person sick.</div>",Germs,T,T,Contagion,TRUE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1504,html-keyboard-response,147,2.0.0,572223,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Germs have an odor.</div>",Germs,F,T,Microbe,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1074,html-keyboard-response,148,2.0.0,573800,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Kindness kills germs.</div>",Germs,F,F,Sterilization,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1782,html-keyboard-response,149,2.0.0,576084,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Sunshine contains germs.</div>",Germs,F,F,Contamination,TRUE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1145,html-keyboard-response,150,2.0.0,577731,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Germs have a shape.</div>",Germs,T,T,Microbe,TRUE,F,FALSE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,2550,html-keyboard-response,151,2.0.0,580783,p1f870lr3ad,frog,m,"<div style=""font-size:30pt;"">Germs enter the body through the skin.</div>",Germs,F,T,Infection,FALSE,F,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
NA,1972,html-keyboard-response,152,2.0.0,583257,p1f870lr3ad,frog,z,"<div style=""font-size:30pt;"">Dish sponges contain germs.</div>",Germs,T,F,Contamination,FALSE,T,TRUE,NA,/Users/martincz/GitHub/COGS119/group_wi26_naive_theories/analysis/../data/raw_data/p1f870lr3ad_1772139911965.csv
